candidate_id,ministry_code,field_name,sector_name,program_code,fiscal_year,account_type,performance_program_name,priority_tier,priority_reason,account_original_budget,performance_gap,execution_management,budget_performance_mismatch,fiscal_impact,rank_equal,rank_performance_focus,rank_execution_focus,rank_fiscal_impact_adjusted,mean_scenario_rank,scenario_rank_std,best_scenario_rank,worst_scenario_rank,scenario_rank_range,rank_within_ministry_equal,rank_within_ministry_performance_focus,rank_within_ministry_execution_focus,rank_within_ministry_fiscal_impact_adjusted,mean_scenario_rank_within_ministry,scenario_rank_std_within_ministry,best_scenario_rank_within_ministry,worst_scenario_rank_within_ministry,scenario_rank_range_within_ministry,top_5_scenario_count,all_scenario_top_5,top_5_scenario_count_within_ministry,all_scenario_top_5_within_ministry,top_10_scenario_count,all_scenario_top_10,top_10_scenario_count_within_ministry,all_scenario_top_10_within_ministry,exploratory_consensus_order
019:2023:사회복지:고용:1100:FUND,019,사회복지,고용,1100,2023,FUND,직업능력개발,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,1894749000000,1.0,0.5,0.0,0.8695652173913043,1.0,4.0,12.0,1.0,4.5,4.5,1.0,12.0,11.0,2.0,2.0,5.0,4.0,3.25,1.299038105676658,2.0,5.0,3.0,3,False,4,True,3,False,4,True,1
019:2024:사회복지:고용:1100:FUND,019,사회복지,고용,1100,2024,FUND,직업능력개발,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,1628382000000,1.0,0.5,0.0,0.8613138686131386,2.0,5.0,13.0,2.0,5.5,4.5,2.0,13.0,11.0,1.0,1.0,4.0,1.0,1.75,1.299038105676658,1.0,4.0,3.0,3,False,4,True,3,False,4,True,2
075:2023:보건:보건의료:4000:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,4000,2023,RESPONSIBLE_OPERATION_ACCOUNT,국립춘천병원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;LOW_PERFORMANCE_BUDGET_INCREASE_T1,5694000000,1.0,1.0,0.21742184755883387,0.08695652173913043,4.0,1.0,1.0,31.0,9.25,12.616952880945542,1.0,31.0,30.0,1.0,1.0,1.0,9.0,3.0,3.4641016151377544,1.0,9.0,8.0,3,False,3,False,3,False,4,True,3
019:2023:사회복지:고용:1000:FUND,019,사회복지,고용,1000,2023,FUND,고용창출,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,913800000000,0.25,1.0,0.30732353906762966,0.7971014492753623,3.0,42.0,4.0,4.0,13.25,16.60383991732033,3.0,42.0,39.0,4.0,10.0,1.0,6.0,5.25,3.2691742076555053,1.0,10.0,9.0,3,False,2,False,3,False,4,True,4
019:2023:사회복지:고용:1200:GENERAL_ACCOUNT,019,사회복지,고용,1200,2023,GENERAL_ACCOUNT,고용안전망확충,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;PROGRAM_STRUCTURE_CONTEXT,2342583000000,0.3333333333333333,1.0,0.0017029634951390552,0.9130434782608695,5.0,44.0,5.0,3.0,14.25,17.195566289017645,3.0,44.0,41.0,3.0,9.0,2.0,2.0,4.0,2.9154759474226504,2.0,9.0,7.0,3,False,3,False,3,False,4,True,5
075:2024:보건:보건의료:4100:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,4100,2024,RESPONSIBLE_OPERATION_ACCOUNT,국립공주병원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,5855000000,1.0,1.0,0.0,0.08759124087591241,6.0,2.0,2.0,47.0,14.25,18.978606376654742,2.0,47.0,45.0,3.0,3.0,3.0,18.0,6.75,6.49519052838329,3.0,18.0,15.0,2,False,3,False,3,False,3,False,6
075:2022:보건:보건의료:4000:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,4000,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립춘천병원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT;LOW_PERFORMANCE_BUDGET_INCREASE_T1;LOW_PERFORMANCE_BUDGET_INCREASE_T2,5324000000,1.0,1.0,0.0,0.06976744186046512,7.0,3.0,3.0,49.0,15.5,19.41004894378167,3.0,49.0,46.0,2.0,2.0,2.0,17.0,5.75,6.49519052838329,2.0,17.0,15.0,2,False,3,False,3,False,3,False,7
075:2023:사회복지:기초생활보장:1100:GENERAL_ACCOUNT,075,사회복지,기초생활보장,1100,2023,GENERAL_ACCOUNT,기초생활보장,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;LOW_PERFORMANCE_BUDGET_INCREASE_T1,16405912000000,1.0,1.2190727342679882e-07,0.013875851583258523,0.9855072463768116,9.0,11.0,38.0,6.0,16.0,12.82575533838066,6.0,38.0,32.0,4.0,8.0,23.0,1.0,9.0,8.455767262643882,1.0,23.0,22.0,0,False,2,False,2,False,3,False,8
102:2022:산업·중소기업및에너지:중소기업및소상공인육성:4100:FUND,102,산업·중소기업및에너지,중소기업및소상공인육성,4100,2022,FUND,소상공인·전통시장지원,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET;PROGRAM_STRUCTURE_CONTEXT,47119751000000,1.0,0.0,0.0,1.0,8.0,12.0,39.0,5.0,16.0,13.509256086106296,5.0,39.0,34.0,1.5,1.5,1.5,1.5,1.5,0.0,1.5,1.5,0.0,1,False,4,True,2,False,4,True,9
019:2022:사회복지:고용:1200:FUND,019,사회복지,고용,1200,2022,FUND,고용안전망확충,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET;PROGRAM_STRUCTURE_CONTEXT,11775073000000,1.0,0.0,0.0,0.9689922480620154,10.0,13.0,41.0,7.0,17.75,13.589977924926883,7.0,41.0,34.0,5.0,3.0,11.0,3.0,5.5,3.278719262151,3.0,11.0,8.0,0,False,3,False,2,False,3,False,10
102:2023:산업·중소기업및에너지:중소기업및소상공인육성:4100:FUND,102,산업·중소기업및에너지,중소기업및소상공인육성,4100,2023,FUND,소상공인·전통시장지원,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET;PROGRAM_STRUCTURE_CONTEXT,3895274000000,1.0,0.0,0.0,0.9420289855072463,11.0,14.0,43.0,8.0,19.0,14.017845768876187,8.0,43.0,35.0,1.5,1.5,1.5,1.5,1.5,0.0,1.5,1.5,0.0,0,False,4,True,1,False,4,True,11
102:2024:산업·중소기업및에너지:창업및벤처:5100:FUND,102,산업·중소기업및에너지,창업및벤처,5100,2024,FUND,창업환경조성,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET,2728640000000,1.0,0.0,0.0,0.927007299270073,12.0,15.0,45.0,10.0,20.5,14.256577429383253,10.0,45.0,35.0,3.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0,False,4,True,1,False,4,True,12
075:2023:사회복지:아동·보육:2500:GENERAL_ACCOUNT,075,사회복지,아동·보육,2500,2023,GENERAL_ACCOUNT,저출산대응및인구정책지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,2625301000000,1.0,0.0010497843866284285,0.0,0.9202898550724637,13.0,16.0,46.0,11.0,21.5,14.256577429383253,11.0,46.0,35.0,6.0,10.0,24.0,3.0,10.75,8.042853971072706,3.0,24.0,21.0,0,False,1,False,0,False,3,False,13
162:2023:과학기술:과학기술연구지원:1600:GENERAL_ACCOUNT,162,과학기술,과학기술연구지원,1600,2023,GENERAL_ACCOUNT,과학기술기반조성,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,63956000000,0.5,1.0,0.0,0.42028985507246375,14.0,41.0,6.0,34.0,23.75,14.254385290148432,6.0,41.0,35.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,0,False,4,True,1,False,4,True,14
075:2023:보건:건강보험:4900:FUND,075,보건,건강보험,4900,2023,FUND,건강보험제도 운영,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,1820839000000,0.5,0.5,0.0,0.8623188405797102,17.0,45.0,23.0,13.0,24.5,12.359207094308275,13.0,45.0,32.0,9.0,19.0,15.0,4.0,11.75,5.717298313014636,4.0,19.0,15.0,0,False,1,False,0,False,2,False,15
075:2023:보건:건강보험:4900:GENERAL_ACCOUNT,075,보건,건강보험,4900,2023,GENERAL_ACCOUNT,건강보험제도 운영,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT;PROGRAM_STRUCTURE_CONTEXT,10589360000000,0.5,0.43200948876985956,0.0,0.9710144927536232,16.0,46.0,27.0,9.0,24.5,13.97318861248212,9.0,46.0,37.0,5.0,20.0,17.0,2.0,11.0,7.648529270389178,2.0,20.0,18.0,0,False,2,False,1,False,2,False,16
102:2023:산업·중소기업및에너지:중소기업및소상공인육성:2100:GENERAL_ACCOUNT,102,산업·중소기업및에너지,중소기업및소상공인육성,2100,2023,GENERAL_ACCOUNT,중소기업기술개발지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,1481056000000,1.0,0.0,0.0038708867186656006,0.855072463768116,18.0,19.0,49.0,14.0,25.0,13.982131454109563,14.0,49.0,35.0,4.0,4.0,5.0,4.0,4.25,0.4330127018922194,4.0,5.0,1.0,0,False,4,True,0,False,4,True,17
019:2024:사회복지:고용:1100:SPECIAL_ACCOUNT,019,사회복지,고용,1100,2024,SPECIAL_ACCOUNT,직업능력개발,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,411057000000,1.0,0.04922188406960592,0.0,0.7518248175182481,24.0,20.0,40.0,20.0,26.0,8.246211251235321,20.0,40.0,20.0,10.0,7.0,14.0,14.0,11.25,2.947456530637899,7.0,14.0,7.0,0,False,0,False,0,False,2,False,18
019:2023:사회복지:고용:1100:GENERAL_ACCOUNT,019,사회복지,고용,1100,2023,GENERAL_ACCOUNT,직업능력개발,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,1123902000000,1.0,0.010070717909568629,0.0,0.8260869565217391,19.0,21.0,48.0,16.0,26.0,12.82575533838066,16.0,48.0,32.0,8.0,5.0,15.0,10.0,9.5,3.640054944640259,5.0,15.0,10.0,0,False,1,False,0,False,3,False,19
075:2022:보건:보건의료:3800:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,3800,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립나주병원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT;LOW_PERFORMANCE_BUDGET_INCREASE_T1;LOW_PERFORMANCE_BUDGET_INCREASE_T2,7193000000,1.0,0.7318226053107187,0.0,0.09302325581395349,21.0,7.0,10.0,72.0,27.5,26.21545345783666,7.0,72.0,65.0,7.0,4.0,6.0,27.0,11.0,9.300537618869138,4.0,27.0,23.0,0,False,1,False,2,False,3,False,20
075:2022:보건:보건의료:4100:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,4100,2022,RESPONSIBLE_OPERATION_ACCOUNT,국립공주병원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT;LOW_PERFORMANCE_BUDGET_INCREASE_T1;LOW_PERFORMANCE_BUDGET_INCREASE_T2,5622000000,1.0,0.7440412664532194,0.0,0.07751937984496124,22.0,6.0,9.0,74.0,27.75,27.371289702898547,6.0,74.0,68.0,8.0,5.0,5.0,31.0,12.25,10.894379284750462,5.0,31.0,26.0,0,False,2,False,2,False,3,False,21
102:2022:산업·중소기업및에너지:중소기업및소상공인육성:2100:GENERAL_ACCOUNT,102,산업·중소기업및에너지,중소기업및소상공인육성,2100,2022,GENERAL_ACCOUNT,중소기업기술개발지원,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET,1598924000000,1.0,0.0,0.0,0.8294573643410853,20.0,23.0,52.0,17.0,28.0,14.017845768876187,17.0,52.0,35.0,5.0,5.0,6.0,5.0,5.25,0.4330127018922194,5.0,6.0,1.0,0,False,3,False,0,False,4,True,22
019:2024:사회복지:고용:1100:GENERAL_ACCOUNT,019,사회복지,고용,1100,2024,GENERAL_ACCOUNT,직업능력개발,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,932436000000,1.0,0.00986341153709209,0.0,0.8102189781021898,23.0,22.0,50.0,18.0,28.25,12.695963925594622,18.0,50.0,32.0,9.0,6.0,16.0,11.0,10.5,3.640054944640259,6.0,16.0,10.0,0,False,0,False,0,False,2,False,23
019:2022:사회복지:고용:1000:FUND,019,사회복지,고용,1000,2022,FUND,고용창출,STRONG_SINGLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT,2891133000000,0.0,1.0,0.0,0.9069767441860465,15.0,81.0,8.0,12.0,29.0,30.124740662784138,8.0,81.0,73.0,6.0,13.0,3.0,5.0,6.75,3.766629793329841,3.0,13.0,10.0,0,False,2,False,1,False,3,False,24
075:2022:보건:보건의료:3000:GENERAL_ACCOUNT,075,보건,보건의료,3000,2022,GENERAL_ACCOUNT,보건산업육성,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,872066500000,0.5,0.5,0.0,0.7751937984496124,27.0,47.0,24.0,21.0,29.75,10.18270592720815,21.0,47.0,26.0,11.0,22.0,16.0,6.0,13.75,5.931905258852336,6.0,22.0,16.0,0,False,0,False,0,False,1,False,25
019:2023:사회복지:고용:1000:GENERAL_ACCOUNT,019,사회복지,고용,1000,2023,GENERAL_ACCOUNT,고용창출,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH,1952025000000,0.25,0.5,0.16705882352941176,0.8768115942028986,25.0,54.0,25.0,15.0,29.75,14.583809516035238,15.0,54.0,39.0,7.0,12.0,6.0,7.0,8.0,2.345207879911715,6.0,12.0,6.0,0,False,0,False,0,False,3,False,26
102:2024:산업·중소기업및에너지:창업및벤처:5100:GENERAL_ACCOUNT,102,산업·중소기업및에너지,창업및벤처,5100,2024,GENERAL_ACCOUNT,창업환경조성,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET,706371000000,1.0,0.0,0.0,0.7883211678832117,26.0,24.0,56.0,19.0,31.25,14.515078366994786,19.0,56.0,37.0,6.0,7.0,9.0,6.0,7.0,1.2247448713915892,6.0,9.0,3.0,0,False,0,False,0,False,4,True,27
075:2024:보건:보건의료:3300:FUND,075,보건,보건의료,3300,2024,FUND,국민건강생활실천,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET,362739000000,1.0,0.0,0.0,0.7445255474452555,28.0,26.0,58.0,23.0,33.75,14.113380176272443,23.0,58.0,35.0,10.0,11.0,28.0,5.0,13.5,8.674675786448736,5.0,28.0,23.0,0,False,1,False,0,False,2,False,28
019:2023:사회복지:고용:1100:SPECIAL_ACCOUNT,019,사회복지,고용,1100,2023,SPECIAL_ACCOUNT,직업능력개발,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,83600000000,1.0,0.2007476076555024,0.0,0.463768115942029,35.0,18.0,32.0,51.0,34.0,11.726039399558575,18.0,51.0,33.0,11.0,4.0,9.0,18.0,10.5,5.024937810560445,4.0,18.0,14.0,0,False,1,False,0,False,2,False,29
102:2023:산업·중소기업및에너지:중소기업및소상공인육성:2100:SPECIAL_ACCOUNT,102,산업·중소기업및에너지,중소기업및소상공인육성,2100,2023,SPECIAL_ACCOUNT,중소기업기술개발지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH,271720000000,1.0,0.0,0.05712866185779479,0.6739130434782609,29.0,25.0,57.0,29.0,35.0,12.806248474865697,25.0,57.0,32.0,7.0,6.0,8.0,7.0,7.0,0.7071067811865476,6.0,8.0,2.0,0,False,0,False,0,False,4,True,30
075:2023:보건:보건의료:3300:FUND,075,보건,보건의료,3300,2023,FUND,국민건강생활실천,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET,385630000000,1.0,0.0,0.0,0.717391304347826,30.0,28.0,59.0,24.0,35.25,13.88119231190174,24.0,59.0,35.0,14.0,12.0,33.0,10.0,17.25,9.20258115965298,10.0,33.0,23.0,0,False,0,False,0,False,1,False,31
162:2024:과학기술:과학기술인력및문화:2200:RESPONSIBLE_OPERATION_ACCOUNT,162,과학기술,과학기술인력및문화,2200,2024,RESPONSIBLE_OPERATION_ACCOUNT,국립중앙과학관운영,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,11925000000,1.0,0.5,0.0,0.1678832116788321,33.0,8.0,20.0,84.0,36.25,28.951468011138918,8.0,84.0,76.0,3.0,1.0,3.0,19.0,6.5,7.262919523166976,1.0,19.0,18.0,0,False,3,False,1,False,3,False,32
075:2023:보건:보건의료:3300:GENERAL_ACCOUNT,075,보건,보건의료,3300,2023,GENERAL_ACCOUNT,국민건강생활실천,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,172081000000,1.0,0.07345378048709619,0.0,0.5869565217391305,36.0,27.0,42.0,43.0,37.0,6.363961030678928,27.0,43.0,16.0,19.0,14.0,25.0,19.0,19.25,3.8971143170299745,14.0,25.0,11.0,0,False,0,False,0,False,0,False,33
075:2024:보건:보건의료:3300:GENERAL_ACCOUNT,075,보건,보건의료,3300,2024,GENERAL_ACCOUNT,국민건강생활실천,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;ACCOUNTING_ADJUSTMENT_CONTEXT,231439000000,1.0,0.025533725949386233,0.0,0.6642335766423357,32.0,29.0,55.0,33.0,37.25,10.35313962042433,29.0,55.0,26.0,15.0,13.0,29.0,13.0,17.5,6.689544080129826,13.0,29.0,16.0,0,False,0,False,0,False,0,False,34
075:2024:보건:보건의료:4500:GENERAL_ACCOUNT,075,보건,보건의료,4500,2024,GENERAL_ACCOUNT,소록도병원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,9529000000,1.0,0.5,0.0,0.1386861313868613,39.0,9.0,21.0,90.0,39.75,30.914195768287424,9.0,90.0,81.0,12.0,6.0,13.0,26.0,14.25,7.292976072907411,6.0,26.0,20.0,0,False,0,False,1,False,1,False,35
102:2022:산업·중소기업및에너지:중소기업및소상공인육성:2100:SPECIAL_ACCOUNT,102,산업·중소기업및에너지,중소기업및소상공인육성,2100,2022,SPECIAL_ACCOUNT,중소기업기술개발지원,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET,301194800000,1.0,0.0,0.0,0.6666666666666666,34.0,30.0,62.0,35.0,40.25,12.695963925594622,30.0,62.0,32.0,8.0,8.0,10.0,8.0,8.5,0.8660254037844388,8.0,10.0,2.0,0,False,0,False,0,False,4,True,36
162:2022:통신:우정:5300:SPECIAL_ACCOUNT,162,통신,우정,5300,2022,SPECIAL_ACCOUNT,우체국보험,STRONG_SINGLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;LOW_PERFORMANCE_BUDGET_INCREASE_T1,295339000000,1.0,0.0,0.0,0.6589147286821705,37.0,31.0,63.0,36.0,41.75,12.477479713467782,31.0,63.0,32.0,2.0,2.0,7.0,1.0,3.0,2.345207879911715,1.0,7.0,6.0,0,False,3,False,0,False,4,True,37
075:2023:사회복지:아동·보육:1300:GENERAL_ACCOUNT,075,사회복지,아동·보육,1300,2023,GENERAL_ACCOUNT,아동보호 및 복지 강화,STRONG_SINGLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;LOW_PERFORMANCE_BUDGET_INCREASE_T1,237208000000,1.0,0.0,0.0,0.6521739130434783,38.0,32.0,64.5,37.0,42.875,12.690424539785893,32.0,64.5,32.5,18.0,15.0,34.0,14.0,20.25,8.073877630977572,14.0,34.0,20.0,0,False,0,False,0,False,0,False,38
019:2024:사회복지:고용:1000:FUND,019,사회복지,고용,1000,2024,FUND,고용창출,MULTIPLE_SIGNAL_REVIEW,EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,338823000000,0.0,0.5,0.48726326134884584,0.7226277372262774,31.0,90.0,26.0,25.0,43.0,27.230497608380205,25.0,90.0,65.0,13.0,15.0,7.0,19.0,13.5,4.330127018922194,7.0,19.0,12.0,0,False,0,False,0,False,1,False,39
075:2023:보건:보건의료:4100:RESPONSIBLE_OPERATION_ACCOUNT,075,보건,보건의료,4100,2023,RESPONSIBLE_OPERATION_ACCOUNT,국립공주병원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT;LOW_PERFORMANCE_BUDGET_INCREASE_T1,5872000000,1.0,0.5,0.0,0.09420289855072464,42.0,10.0,22.0,104.0,44.5,36.204281514760105,10.0,104.0,94.0,17.0,7.0,14.0,42.0,20.0,13.209844813622906,7.0,42.0,35.0,0,False,0,False,1,False,1,False,40
102:2022:산업·중소기업및에너지:무역및투자유치:3100:GENERAL_ACCOUNT,102,산업·중소기업및에너지,무역및투자유치,3100,2022,GENERAL_ACCOUNT,중소기업수출촉진지원,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET,198876000000,1.0,0.0,0.0,0.6124031007751938,40.0,33.0,68.0,44.0,46.25,13.160072188251856,33.0,68.0,35.0,9.0,9.0,11.0,10.0,9.75,0.8291561975888502,9.0,11.0,2.0,0,False,0,False,0,False,3,False,41
075:2023:사회복지:아동·보육:2500:FUND,075,사회복지,아동·보육,2500,2023,FUND,저출산대응및인구정책지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,19906000000,1.0,0.33648146287551495,0.0,0.2028985507246377,44.0,17.0,29.0,95.0,46.25,29.72688177390962,17.0,95.0,78.0,16.0,9.0,19.0,32.0,19.0,8.336666000266534,9.0,32.0,23.0,0,False,0,False,0,False,1,False,42
075:2023:사회복지:아동·보육:3100:GENERAL_ACCOUNT,075,사회복지,아동·보육,3100,2023,GENERAL_ACCOUNT,보육지원강화,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;LOW_PERFORMANCE_BUDGET_INCREASE_T1,6678017000000,0.5,0.0003485316075116311,0.12140235641808039,0.9565217391304348,43.0,51.0,76.0,22.0,48.0,19.32614809008769,22.0,76.0,54.0,20.0,25.0,38.0,7.0,22.5,11.10180165558726,7.0,38.0,31.0,0,False,0,False,0,False,1,False,43
075:2022:사회복지:취약계층지원:1900:GENERAL_ACCOUNT,075,사회복지,취약계층지원,1900,2022,GENERAL_ACCOUNT,노숙인의사상자지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT,7812000000,0.5,1.0,0.0,0.10852713178294573,41.0,43.0,7.0,101.0,48.0,33.77869150810907,7.0,101.0,94.0,13.0,18.0,4.0,34.0,17.25,10.894379284750464,4.0,34.0,30.0,0,False,1,False,1,False,1,False,44
162:2023:통신:우정:5100:SPECIAL_ACCOUNT,162,통신,우정,5100,2023,SPECIAL_ACCOUNT,우정서비스,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,1982736000000,0.5,0.092414219543096,0.05734575858813276,0.8840579710144928,45.0,52.0,70.0,27.0,48.5,15.402921800749363,27.0,70.0,43.0,4.0,4.0,9.0,2.0,4.75,2.5860201081971503,2.0,9.0,7.0,0,False,3,False,0,False,4,True,45
075:2022:보건:건강보험:4900:GENERAL_ACCOUNT,075,보건,건강보험,4900,2022,GENERAL_ACCOUNT,건강보험제도 운영,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;EXECUTION_MANAGEMENT;PROGRAM_STRUCTURE_CONTEXT,10109249000000,0.5,7.418948727051831e-06,0.0,0.9612403100775194,46.0,53.0,82.0,26.0,51.75,20.07952937695503,26.0,82.0,56.0,22.0,26.0,40.0,8.0,24.0,11.40175425099138,8.0,40.0,32.0,0,False,0,False,0,False,1,False,46
019:2022:사회복지:노동:4000:FUND,019,사회복지,노동,4000,2022,FUND,산재보험,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET;PROGRAM_STRUCTURE_CONTEXT;LOW_PERFORMANCE_BUDGET_INCREASE_T1;LOW_PERFORMANCE_BUDGET_INCREASE_T2,7373606000000,0.5,0.0,0.0,0.9534883720930233,49.0,55.0,83.0,28.0,53.75,19.638928178492836,28.0,83.0,55.0,12.0,11.0,18.0,8.0,12.25,3.6314597615834874,8.0,18.0,10.0,0,False,0,False,0,False,1,False,47
075:2023:사회복지:취약계층지원:1500:GENERAL_ACCOUNT,075,사회복지,취약계층지원,1500,2023,GENERAL_ACCOUNT,장애인생활안정 및 재활 지원,MULTIPLE_SIGNAL_REVIEW,PERFORMANCE_BELOW_TARGET;BUDGET_PERFORMANCE_MISMATCH;ACCOUNTING_ADJUSTMENT_CONTEXT,4532450000000,0.5,0.0,6.905757371840837e-05,0.9492753623188406,50.0,56.0,84.0,30.0,55.0,19.313207915827967,30.0,84.0,54.0,24.0,27.0,41.0,12.0,26.0,10.319883720275147,12.0,41.0,29.0,0,False,0,False,0,False,0,False,48
102:2024:산업·중소기업및에너지:창업및벤처:5100:SPECIAL_ACCOUNT,102,산업·중소기업및에너지,창업및벤처,5100,2024,SPECIAL_ACCOUNT,창업환경조성,MODERATE_OR_CONTEXT_REVIEW,PERFORMANCE_BELOW_TARGET,81886000000,1.0,0.0,0.0,0.45985401459854014,47.0,34.0,71.0,71.0,55.75,15.927570436196477,34.0,71.0,37.0,10.0,10.0,12.0,14.0,11.5,1.6583123951777001,10.0,14.0,4.0,0,False,0,False,0,False,2,False,49
